company_name,company_shortname,company_email,company_phone,location,location_lat,location_long,item_id,item_name,tags,image_count,quality_score,availability_count,availability_next_week,availability_next_30days,availability_next_60days,availability_next_90days,availability_next_180days,calendar_link,calendar_script,regular_link,image_url
Jax Cruise,tikilacruise,Jaxcruiseinfo@gmail.com,9046511161,United States/Florida/Palm Valley,,,688550,Private Charter,Boat Tour,8,73,90,6,30,60,90,180,https://fareharbor.com/embeds/calendar/tikilacruise/items/688550/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,"<script src=""https://fareharbor.com/embeds/script/calendar/tikilacruise/items/688550/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no""></script>",https://fareharbor.com/embeds/book/tikilacruise/items/688550/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,https://cdn.filestackcontent.com/gyusEHvRviJDBVXJ5Vfs
Jax Cruise,tikilacruise,Jaxcruiseinfo@gmail.com,9046511161,United States/Florida/Palm Valley,,,689739,Sunset Cruise,Boat Tour,10,73,52,4,16,34,52,60,https://fareharbor.com/embeds/calendar/tikilacruise/items/689739/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,"<script src=""https://fareharbor.com/embeds/script/calendar/tikilacruise/items/689739/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no""></script>",https://fareharbor.com/embeds/book/tikilacruise/items/689739/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,https://cdn.filestackcontent.com/8hO6Lc5RC2adzDYiK24B
Get Up and Go Kayaking - Lighthouse,getupandgokayaking-lighthouse,staugustine@getupandgokayaking.com,904-664-1512,United States/Florida/St. Augustine,,,706058,St. Augustine - Clear Kayak Tour,Dolphin-Eco Tour-Guided Tour-Kayak-Water Activities,7,73,332,27,92,211,332,692,https://fareharbor.com/embeds/calendar/getupandgokayaking-lighthouse/items/706058/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,"<script src=""https://fareharbor.com/embeds/script/calendar/getupandgokayaking-lighthouse/items/706058/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no""></script>",https://fareharbor.com/embeds/book/getupandgokayaking-lighthouse/items/706058/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,
St Augustine Sailing,sta-sail,sas@sta-sail.com,(904) 829-0648,United States/Florida/St. Augustine,-81.308637,29.916817,514088,Bachelorette Party: Sail Before the Veil,Boat Rental-Boat Tour-Dinner Boat-Events-Sailing-Water Activities,4,72,360,28,120,240,360,720,https://fareharbor.com/embeds/calendar/sta-sail/items/514088/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,"<script src=""https://fareharbor.com/embeds/script/calendar/sta-sail/items/514088/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no""></script>",https://fareharbor.com/embeds/book/sta-sail/items/514088/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,https://cdn.filestackcontent.com/twZMAFq9RnmmW6j6gOT0
Seaside Adventures,seasideadventures,info@seasideadventures.com,904 923 1010,United States/Florida/St. Augustine,,,554277,Automatic Slingshot,Exotic Car,10,71,586,45,190,396,586,1153,https://fareharbor.com/embeds/calendar/seasideadventures/items/554277/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,"<script src=""https://fareharbor.com/embeds/script/calendar/seasideadventures/items/554277/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no""></script>",https://fareharbor.com/embeds/book/seasideadventures/items/554277/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,https://cdn.filestackcontent.com/dAQYYFvoS3OoawOUcnPt
Seaside Adventures,seasideadventures,info@seasideadventures.com,904 923 1010,United States/Florida/St. Augustine,,,554622,SandSurfer E-Skate Tours,Other,6,71,64,5,22,43,64,128,https://fareharbor.com/embeds/calendar/seasideadventures/items/554622/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,"<script src=""https://fareharbor.com/embeds/script/calendar/seasideadventures/items/554622/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no""></script>",https://fareharbor.com/embeds/book/seasideadventures/items/554622/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,https://cdn.filestackcontent.com/aDSEJLoQvS85E087MNDv
Fun Rentals St. Augustine,funrentals-staugustine,funrentalsstaug@gmail.com,+1 904-547-2074,United States/Florida/St. Augustine,,,633319,Electric 4 Passenger Cart,,4,71,1620,126,540,1080,1620,3240,https://fareharbor.com/embeds/calendar/funrentals-staugustine/items/633319/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,"<script src=""https://fareharbor.com/embeds/script/calendar/funrentals-staugustine/items/633319/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no""></script>",https://fareharbor.com/embeds/book/funrentals-staugustine/items/633319/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,https://cdn.filestackcontent.com/JaaLuuGHSKWpLJd4Uhmb
Fun Rentals St. Augustine,funrentals-staugustine,funrentalsstaug@gmail.com,+1 904-547-2074,United States/Florida/St. Augustine,,,691667,Wheelchair Rentals,,4,71,90,7,30,60,90,180,https://fareharbor.com/embeds/calendar/funrentals-staugustine/items/691667/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,"<script src=""https://fareharbor.com/embeds/script/calendar/funrentals-staugustine/items/691667/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no""></script>",https://fareharbor.com/embeds/book/funrentals-staugustine/items/691667/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,https://cdn.filestackcontent.com/QlgDstVkSaygZLulZ4nw
Ripple Effect Ecotours,rippleeffectecotours,rippleres@gmail.com,(904) 347-1565,United States/Florida/St. Augustine,,,119804,Kayak Marineland Tour,,7,70,17,4,9,15,17,18,https://fareharbor.com/embeds/calendar/rippleeffectecotours/items/119804/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,"<script src=""https://fareharbor.com/embeds/script/calendar/rippleeffectecotours/items/119804/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no""></script>",https://fareharbor.com/embeds/book/rippleeffectecotours/items/119804/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,https://cdn.filestackcontent.com/B6H8Nx8xQ4yqgz1Jp8IM
Fun Rentals St. Augustine,funrentals-staugustine,funrentalsstaug@gmail.com,+1 904-547-2074,United States/Florida/St. Augustine,,,222863,ScootCoupe Rentals,Scooter,1,69,810,63,270,540,810,1620,https://fareharbor.com/embeds/calendar/funrentals-staugustine/items/222863/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,"<script src=""https://fareharbor.com/embeds/script/calendar/funrentals-staugustine/items/222863/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no""></script>",https://fareharbor.com/embeds/book/funrentals-staugustine/items/222863/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,https://cdn.filestackcontent.com/4sRiGnmfSaSwKuk41KyA
Fun Rentals St. Augustine,funrentals-staugustine,funrentalsstaug@gmail.com,+1 904-547-2074,United States/Florida/St. Augustine,,,223024,Scooter Rentals,Scooter,1,69,810,63,270,540,810,1620,https://fareharbor.com/embeds/calendar/funrentals-staugustine/items/223024/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,"<script src=""https://fareharbor.com/embeds/script/calendar/funrentals-staugustine/items/223024/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no""></script>",https://fareharbor.com/embeds/book/funrentals-staugustine/items/223024/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,https://cdn.filestackcontent.com/2vBlwCMS3a1d9NqskwlG
Fun Rentals St. Augustine,funrentals-staugustine,funrentalsstaug@gmail.com,+1 904-547-2074,United States/Florida/St. Augustine,,,223045,Bike Rentals,Bike Rental,1,69,810,63,270,540,810,1620,https://fareharbor.com/embeds/calendar/funrentals-staugustine/items/223045/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,"<script src=""https://fareharbor.com/embeds/script/calendar/funrentals-staugustine/items/223045/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no""></script>",https://fareharbor.com/embeds/book/funrentals-staugustine/items/223045/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,https://cdn.filestackcontent.com/kBWDS4sKQaWNZN9B9eek
Fun Rentals St. Augustine,funrentals-staugustine,funrentalsstaug@gmail.com,+1 904-547-2074,United States/Florida/St. Augustine,,,223050,St. Augustine Segway Tour,Segway,1,69,76,6,24,50,76,150,https://fareharbor.com/embeds/calendar/funrentals-staugustine/items/223050/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,"<script src=""https://fareharbor.com/embeds/script/calendar/funrentals-staugustine/items/223050/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no""></script>",https://fareharbor.com/embeds/book/funrentals-staugustine/items/223050/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,https://cdn.filestackcontent.com/EbRdr1NRRWr35Sb6hAlU
Fun Rentals St. Augustine,funrentals-staugustine,funrentalsstaug@gmail.com,+1 904-547-2074,United States/Florida/St. Augustine,,,223074,VIP Street Kart Tour,Bike Rental,1,69,90,7,30,60,90,180,https://fareharbor.com/embeds/calendar/funrentals-staugustine/items/223074/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,"<script src=""https://fareharbor.com/embeds/script/calendar/funrentals-staugustine/items/223074/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no""></script>",https://fareharbor.com/embeds/book/funrentals-staugustine/items/223074/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,https://cdn.filestackcontent.com/PZzbGOqeRfu81pfLb09l
A Night Among Ghosts,theoddmacabrecompany,anightamongghosts@gmail.com,904-788-5537,United States/Florida/St. Augustine,,,442373,Investigative Walk - Private Group,Ghost Tour,13,69,17,2,7,16,17,18,https://fareharbor.com/embeds/calendar/theoddmacabrecompany/items/442373/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,"<script src=""https://fareharbor.com/embeds/script/calendar/theoddmacabrecompany/items/442373/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no""></script>",https://fareharbor.com/embeds/book/theoddmacabrecompany/items/442373/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,
Seaside Adventures,seasideadventures,info@seasideadventures.com,904 923 1010,United States/Florida/St. Augustine,,,554304,Sling to the Springs,Exotic Car,9,69,65,5,21,44,65,75,https://fareharbor.com/embeds/calendar/seasideadventures/items/554304/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,"<script src=""https://fareharbor.com/embeds/script/calendar/seasideadventures/items/554304/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no""></script>",https://fareharbor.com/embeds/book/seasideadventures/items/554304/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,https://cdn.filestackcontent.com/sznT3pMyQZSDIcL77nIF
Gone2Sea Boat Rentals,gone2seaboatrentals,info@gone2seaboatrentals.com,904-980-8700,United States/Florida/St. Augustine,,,671702,Private Nights of Lights Trip,Boat Tour,5,69,270,21,90,180,270,540,https://fareharbor.com/embeds/calendar/gone2seaboatrentals/items/671702/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,"<script src=""https://fareharbor.com/embeds/script/calendar/gone2seaboatrentals/items/671702/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no""></script>",https://fareharbor.com/embeds/book/gone2seaboatrentals/items/671702/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,https://cdn.filestackcontent.com/4PEPlFZPQhqIIB6LpHGd
Spyglass Travel,spyglasstravel,Kevin@spyglasstravel.org,(386) 227-1064,United States/Florida/St. Augustine,,,693097,Brothels & Booze: Exploring St. Augustine's Red-Light district (Wicked II),,4,68,26,2,8,18,26,51,https://fareharbor.com/embeds/calendar/spyglasstravel/items/693097/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,"<script src=""https://fareharbor.com/embeds/script/calendar/spyglasstravel/items/693097/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no""></script>",https://fareharbor.com/embeds/book/spyglasstravel/items/693097/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,https://cdn.filestackcontent.com/kiCzphsQBaUoSMsuD9ua
Florida Water Tours,floridawatertour,info@flwatertours.com,904-827-7728,United States/Florida/St. Augustine,,,19085,Sunset Eco Cruise,Boat Tour,10,67,58,3,15,36,58,87,https://fareharbor.com/embeds/calendar/floridawatertour/items/19085/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,"<script src=""https://fareharbor.com/embeds/script/calendar/floridawatertour/items/19085/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no""></script>",https://fareharbor.com/embeds/book/floridawatertour/items/19085/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,https://cdn.filestackcontent.com/CE1uM5fYSbqQxkNZaVLV
St. Augustine Land and Sea Tours LLC,staugustinelandandseatours,info@staugustinelandandseatours.com,9046799880,United States/Florida/St. Augustine,-81.31213,29.892496,615024,"St Augustine at Sunset, History Golf Cart Tour",Guided Tour,6,67,89,7,30,59,89,179,https://fareharbor.com/embeds/calendar/staugustinelandandseatours/items/615024/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,"<script src=""https://fareharbor.com/embeds/script/calendar/staugustinelandandseatours/items/615024/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no""></script>",https://fareharbor.com/embeds/book/staugustinelandandseatours/items/615024/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,https://cdn.filestackcontent.com/q43OIFilRzmSkrEh7ZpG
GhoSt Augustine,ghostaugustine,tours@ghostaugustine.com,904-824-8840,United States/Florida/St. Augustine,,,6041,Everdark Express: Shadow Shuttle,,5,65,270,21,90,180,270,540,https://fareharbor.com/embeds/calendar/ghostaugustine/items/6041/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,"<script src=""https://fareharbor.com/embeds/script/calendar/ghostaugustine/items/6041/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no""></script>",https://fareharbor.com/embeds/book/ghostaugustine/items/6041/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,https://cdn.filestackcontent.com/5dWtaki4TR6T5xh64MDa
GhoSt Augustine,ghostaugustine,tours@ghostaugustine.com,904-824-8840,United States/Florida/St. Augustine,,,6052,The Original Haunted Pub Tour!,,7,65,153,9,43,96,153,317,https://fareharbor.com/embeds/calendar/ghostaugustine/items/6052/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,"<script src=""https://fareharbor.com/embeds/script/calendar/ghostaugustine/items/6052/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no""></script>",https://fareharbor.com/embeds/book/ghostaugustine/items/6052/?asn=fhdn&asn-ref=miamistylerentals&ref=miamistylerentals&bookable-only=yes&full-items=yes&marketplace=yes&flow=no,https://cdn.filestackcontent.com/mmA7bKy6Sz22hIcrV09j
